owner	method	mangled	evidence	source	note
IVP_VHash_Store	change_elem	?change_elem@IVP_VHash_Store@@QAEXPAX0@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact retail update changes one tracked object's mindist count without disturbing neighboring entries.
IVP_VHash_Store	remove_elem	?remove_elem@IVP_VHash_Store@@QAEPAXPAX@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact retail removal returns the former counter, closes the probe chain and decrements the active object count.
IVP_Cache_Object	transform_position_to_object_coords	?transform_position_to_object_coords@IVP_Cache_Object@@QBEXPBVIVP_U_Point@@PAV2@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact retail cache transform maps a world contact point back to its original Core/Object coordinates.
IVP_Cache_Object	transform_position_to_world_coords	?transform_position_to_world_coords@IVP_Cache_Object@@QBEXPBVIVP_U_Float_Point@@PAVIVP_U_Point@@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mixed-precision retail transform maps a float local contact point through the cached double world matrix.
IVP_Cache_Object	transform_vector_to_object_coords	?transform_vector_to_object_coords@IVP_Cache_Object@@QBEXPBVIVP_U_Point@@PAV2@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact double-vector inverse transform round-trips a collision direction without applying cached translation.
IVP_Cache_Object	transform_vector_to_world_coords	?transform_vector_to_world_coords@IVP_Cache_Object@@QBEXPBVIVP_U_Point@@PAV2@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact double-vector forward transform maps a Core/Object collision direction to world space.
IVP_Cache_Object	transform_vector_to_object_coords	?transform_vector_to_object_coords@IVP_Cache_Object@@QBEXPBVIVP_U_Float_Point@@PAV2@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact float-vector inverse transform round-trips the compact collision direction within binary32 precision.
IVP_Cache_Object	transform_vector_to_world_coords	?transform_vector_to_world_coords@IVP_Cache_Object@@QBEXPBVIVP_U_Float_Point@@PAV2@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact float-vector forward transform exercises the cached rotation path used by compact geometry.
IVP_Cache_Object_Manager	IVP_Cache_Object_Manager	??0IVP_Cache_Object_Manager@@QAE@H@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact retail manager constructor allocates a four-entry zeroed cache ring with the Ballance 0xD0 object stride.
IVP_Cache_Object_Manager	~IVP_Cache_Object_Manager		host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact retail manager destructor traverses the same four 0xD0 entries and releases the DLL-owned cache buffer once.
IVP_U_Min_Hash	IVP_U_Min_Hash	??0IVP_U_Min_Hash@@QAE@H@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact retail constructor creates the eight-bucket minimum tree used to schedule Ballance mindist events.
IVP_U_Min_Hash	~IVP_U_Min_Hash		host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact retail destructor releases the remaining scheduled event and both DLL-owned pointer arrays.
IVP_U_Min_Hash	add	?add@IVP_U_Min_Hash@@QAEXPAXN@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact retail add body inserts three distinct mindist identities with nontrivial event times.
IVP_U_Min_Hash	change_value		host-test	tests/IvpRetailContactLifecycleTest.cpp	The category-2 remove-plus-add reconstruction moves the former earliest event behind both other mindists while retaining its identity.
IVP_U_Min_Hash	find_min_elem		host-test	tests/IvpRetailContactLifecycleTest.cpp	The source-inline root accessor selects the expected event before and after a time change and minimum removal.
IVP_U_Min_Hash	find_min_value		host-test	tests/IvpRetailContactLifecycleTest.cpp	The source-inline value accessor reports the corresponding 1.0 and 2.0 collision-event times.
IVP_U_Min_Hash	is_elem		host-test	tests/IvpRetailContactLifecycleTest.cpp	The reconstructed bucket walk confirms that the event removed through the retail minimum path is no longer scheduled.
IVP_U_Min_Hash	remove	?remove@IVP_U_Min_Hash@@QAEXPAX@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact retail remove body deletes a selected pending mindist and updates the public event counter.
IVP_U_Min_Hash	remove_min	?remove_min@IVP_U_Min_Hash@@QAEXXZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact retail minimum removal consumes the next scheduled collision event and exposes the following tree root.
IVP_U_Quat	get_angles	?get_angles@IVP_U_Quat@@QAEXPAVIVP_U_Float_Point@@@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_quat.cxx	The compatibility body preserves the neighboring double-precision half-angle extraction and float output conversion.
IVP_U_Quat	inline_estimate_q_diff_to	?inline_estimate_q_diff_to@IVP_U_Quat@@QBENPBVIVP_U_Float_Quat@@@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_matrix_macros.hxx	The compatibility body preserves twice the squared sine of the half-angle from the mixed double/float quaternion dot product.
IVP_U_Quat	invert_quat	?invert_quat@IVP_U_Quat@@QAEXXZ	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_quat.cxx	The compatibility body preserves conjugation divided by the full quaternion norm.
IVP_U_Quat	set	?set@IVP_U_Quat@@QAEXNNN@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_quat.cxx	The three-angle overload preserves the neighboring component-wise half-angle sine construction and positive square-root w branch.
IVP_U_Quat	set_div_unit_quat	?set_div_unit_quat@IVP_U_Quat@@QAEXPBV1@0@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_quat.cxx	The compatibility body preserves left multiplied by the unit inverse of right.
IVP_U_Quat	set_fast_multiple	?set_fast_multiple@IVP_U_Quat@@QAEXPBVIVP_U_Point@@N@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_quat.cxx	The compatibility body preserves the scaled half-angle sine construction and clamps the accumulated vector norm before deriving w.
IVP_U_Quat	set_from_rotation_vectors	?set_from_rotation_vectors@IVP_U_Quat@@QAEXNNNNNN@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_quat.cxx	The parallel, antiparallel and general cross-product branches preserve the neighboring thresholds and positive half-angle convention.
IVP_U_Quat	set_interpolate_linear	?set_interpolate_linear@IVP_U_Quat@@QAEXPBV1@0N@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_quat.cxx	The compatibility body preserves shortest-hemisphere sign selection followed by unnormalized linear interpolation.
IVP_U_Quat	set_matrix	?set_matrix@IVP_U_Quat@@QBEXQAY03N@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_quat.cxx	The 4x4 double output preserves the neighboring row/column sign convention and homogeneous identity row.
IVP_U_Quat	set_quaternion	?set_quaternion@IVP_U_Quat@@QAEXQAY03$$CBN@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_quat.cxx	The 4x4 double input preserves the trace and dominant-diagonal branches and their original sign convention.
IVP_U_Quat	get_angles	?get_angles@IVP_U_Quat@@QAEXPAVIVP_U_Float_Point@@@Z	host-test	tests/IvpQuaternionKinematicsTest.cpp	A Ballance controller-style diagnostic quaternion returns its three component half-angle rotations 0.20/-0.30/0.40 through the float output.
IVP_U_Quat	inline_estimate_q_diff_to	?inline_estimate_q_diff_to@IVP_U_Quat@@QBENPBVIVP_U_Float_Quat@@@Z	host-test	tests/IvpQuaternionKinematicsTest.cpp	A halfway object orientation is compared with the float target and matches an independently calculated twice-squared-sine estimate.
IVP_U_Quat	invert_quat	?invert_quat@IVP_U_Quat@@QAEXXZ	host-test	tests/IvpQuaternionKinematicsTest.cpp	A 90-degree object turn multiplied by its full-norm inverse produces identity to double precision.
IVP_U_Quat	set	?set@IVP_U_Quat@@QAEXNNN@Z	host-test	tests/IvpQuaternionKinematicsTest.cpp	The three-angle setter and diagnostic extractor round-trip independent 0.20/-0.30/0.40 rotations.
IVP_U_Quat	set_div_unit_quat	?set_div_unit_quat@IVP_U_Quat@@QAEXPBV1@0@Z	host-test	tests/IvpQuaternionKinematicsTest.cpp	Dividing a world-from-object quarter turn by itself through the retained unit-inverse primitive produces identity.
IVP_U_Quat	set_fast_multiple	?set_fast_multiple@IVP_U_Quat@@QAEXPBVIVP_U_Point@@N@Z	host-test	tests/IvpQuaternionKinematicsTest.cpp	A half-scaled pi/2 Y turn produces the expected pi/4 diagnostic angle with zero X/Z components.
IVP_U_Quat	set_from_rotation_vectors	?set_from_rotation_vectors@IVP_U_Quat@@QAEXNNNNNN@Z	host-test	tests/IvpQuaternionKinematicsTest.cpp	The general vector branch builds a unit orientation that maps local +Z to world +X in the public 4x4 transport matrix.
IVP_U_Quat	set_interpolate_linear	?set_interpolate_linear@IVP_U_Quat@@QAEXPBV1@0N@Z	host-test	tests/IvpQuaternionKinematicsTest.cpp	The early unnormalized linear interpolation produces exact component midpoints between identity and the quarter-turn orientation.
IVP_U_Quat	set_matrix	?set_matrix@IVP_U_Quat@@QBEXQAY03N@Z	host-test	tests/IvpQuaternionKinematicsTest.cpp	The OpenGL-style 4x4 output maps local +Z to world +X and writes a complete homogeneous identity row.
IVP_U_Quat	set_quaternion	?set_quaternion@IVP_U_Quat@@QAEXQAY03$$CBN@Z	host-test	tests/IvpQuaternionKinematicsTest.cpp	Reading the same C array follows the documented historical OpenGL column-major interpretation and yields the conjugate orientation rather than silently imposing IVP_U_Matrix3 semantics.
IVP_Contact_Point_API	get_eliminated_energy	?get_eliminated_energy@IVP_Contact_Point_API@@SAMPAVIVP_Contact_Point@@@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_intern/ivp_friction.cxx	The source accessor reads integrated_destroyed_energy; Ballance instruction accesses place that field at contact +0x48.
IVP_Contact_Point_API	reset_eliminated_energy	?reset_eliminated_energy@IVP_Contact_Point_API@@SAXPAVIVP_Contact_Point@@@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_intern/ivp_friction.cxx	The source accessor clears integrated_destroyed_energy; Ballance instruction accesses place that field at contact +0x48.
IVP_Contact_Point_API	get_vert_force	?get_vert_force@IVP_Contact_Point_API@@SAMPAVIVP_Contact_Point@@@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_intern/ivp_friction.cxx	The source accessor reads now_friction_pressure; Ballance instruction accesses place that field at contact +0x54.
IVP_Contact_Point_API	get_surface_normal_ws	?get_surface_normal_ws@IVP_Contact_Point_API@@SAXPAVIVP_Contact_Point@@PAVIVP_U_Float_Point@@@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_intern/ivp_friction.cxx	The source accessor copies tmp_contact_info->surf_normal; Ballance instruction accesses place the long-term contact pointer at contact +0x40.
IVP_Contact_Point_API	get_eliminated_energy	?get_eliminated_energy@IVP_Contact_Point_API@@SAMPAVIVP_Contact_Point@@@Z	host-test	tests/IvpContactTopologyTest.cpp	A collision-callback telemetry scenario reads the accumulated energy from a Ballance-layout contact and verifies reset behavior separately.
IVP_Contact_Point_API	reset_eliminated_energy	?reset_eliminated_energy@IVP_Contact_Point_API@@SAXPAVIVP_Contact_Point@@@Z	host-test	tests/IvpContactTopologyTest.cpp	The telemetry reset clears only accumulated energy while preserving the live normal load.
IVP_Contact_Point_API	get_vert_force	?get_vert_force@IVP_Contact_Point_API@@SAMPAVIVP_Contact_Point@@@Z	host-test	tests/IvpContactTopologyTest.cpp	The collision-callback telemetry scenario recovers the current 320-unit normal load from the Ballance field.
IVP_Contact_Point_API	get_surface_normal_ws	?get_surface_normal_ws@IVP_Contact_Point_API@@SAXPAVIVP_Contact_Point@@PAVIVP_U_Float_Point@@@Z	host-test	tests/IvpContactTopologyTest.cpp	The collision-callback telemetry scenario follows the Ballance long-term contact pointer and recovers its world-space floor normal.
IVP_U_Matrix3	init_rows3	?init_rows3@IVP_U_Matrix3@@QAEXPBVIVP_U_Point@@00@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_linear.cxx	The reconstructed row initialization is the complete neighboring field-copy body over Ballance's confirmed three-row double layout.
IVP_U_Matrix3	get_determinante	?get_determinante@IVP_U_Matrix3@@QBENXZ	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_linear.cxx	The determinant preserves the neighboring row-zero dot row-one-cross-row-two calculation.
IVP_U_Matrix3	calc_eigen_vector	?calc_eigen_vector@IVP_U_Matrix3@@QAEHNPAVIVP_U_Point@@@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_linear.cxx	The API and null-space intent come from the neighboring body; its uninitialized local matrix defect is replaced by an equivalent stable cross-product null-space construction and is documented as a compatibility repair rather than retail code.
IVP_U_Matrix3	real_invert	?real_invert@IVP_U_Matrix3@@QAE?AW4IVP_RETURN_TYPE@@N@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_linear.cxx	The reconstructed cofactor inverse preserves the neighboring determinant threshold, column order and IVP_RETURN_TYPE behavior.
IVP_U_Matrix3	inline_mmult3	?inline_mmult3@IVP_U_Matrix3@@QBEXPBV1@PAV1@@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_matrix_macros.hxx	The inline matrix product preserves the neighboring row-by-column double calculation and alias-safe temporary result.
IVP_U_Matrix3	init_rows3	?init_rows3@IVP_U_Matrix3@@QAEXPBVIVP_U_Point@@00@Z	host-test	tests/IvpContactMatrixTest.cpp	A Ball rigid-body inertia tensor is assembled from its three principal rows before eigen and inverse operations.
IVP_U_Matrix3	get_determinante	?get_determinante@IVP_U_Matrix3@@QBENXZ	host-test	tests/IvpContactMatrixTest.cpp	The principal inertia tensor verifies the expected product of all three moments rather than a generic identity case.
IVP_U_Matrix3	calc_eigen_vector	?calc_eigen_vector@IVP_U_Matrix3@@QAEHNPAVIVP_U_Point@@@Z	host-test	tests/IvpContactMatrixTest.cpp	A Ball inertia scenario recovers the unique longitudinal principal axis and a normalized vector in the repeated transverse eigenspace, including both returned degrees of freedom.
IVP_U_Matrix3	real_invert	?real_invert@IVP_U_Matrix3@@QAE?AW4IVP_RETURN_TYPE@@N@Z	host-test	tests/IvpContactMatrixTest.cpp	The non-identity diagonal inertia tensor is inverted and used to recover identity at double precision.
IVP_U_Matrix3	inline_mmult3	?inline_mmult3@IVP_U_Matrix3@@QBEXPBV1@PAV1@@Z	host-test	tests/IvpContactMatrixTest.cpp	The inertia tensor multiplied by its reconstructed inverse verifies all nine result elements.
IVP_U_Matrix3	init_rotated3	?init_rotated3@IVP_U_Matrix3@@QAEXW4IVP_COORDINATE_INDEX@@M@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_linear.cxx	The reconstructed axis rotation preserves the neighboring cyclic component order, float-angle sine/cosine inputs and matrix signs.
IVP_U_Matrix	inline_mmult4	?inline_mmult4@IVP_U_Matrix@@QBEXPBV1@PAV1@@Z	nearby-source-basis	C:/Users/kakut/Works/Ballance/physics_RT/ivp/ivp_utility/ivu_matrix_macros.hxx	The inline rigid-transform composition preserves the neighboring rotation product and transformed-plus-parent translation formula using an alias-safe temporary.
IVP_U_Matrix3	init_rotated3	?init_rotated3@IVP_U_Matrix3@@QAEXW4IVP_COORDINATE_INDEX@@M@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	Two reconstructed axis rotations form the object-from-Core and world-from-object frames used by an exact Ballance DLL composition case.
IVP_U_Matrix	inline_mmult4	?inline_mmult4@IVP_U_Matrix@@QBEXPBV1@PAV1@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The source-reconstructed object/Core frame composition agrees with all twelve double fields produced by Ballance's retained mmult4 body.
IVP_U_Matrix	mmult4	?mmult4@IVP_U_Matrix@@QBEXPBV1@PAV1@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact DLL body composes nontrivial object-from-Core and world-from-object transforms and later verifies transform times inverse equals identity.
IVP_U_Matrix	vmult4	?vmult4@IVP_U_Matrix@@QBEXPBVIVP_U_Point@@PAV2@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact DLL body maps a non-origin Core-space contact point through the composed world transform.
IVP_U_Matrix	vimult4	?vimult4@IVP_U_Matrix@@QBEXPBVIVP_U_Point@@PAV2@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact DLL inverse transform recovers the original Core-space point within the precision implied by IVP's float angle parameter.
IVP_U_Matrix	real_invert	?real_invert@IVP_U_Matrix@@QAE?AW4IVP_RETURN_TYPE@@N@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact DLL inverse of a rotated and translated world-from-Core frame composes back to identity across rotation and translation.
IVP_Standard_Gravity_Controller	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Environment construction allocates 0x14 bytes and installs the seven-slot vtable at VA 0x10063598; RVA 0x11FE0 stores grav_vec at +0x04/+0x08/+0x0C.
IVP_Standard_Gravity_Controller	set_standard_gravity	?set_standard_gravity@IVP_Standard_Gravity_Controller@@QAEXPAVIVP_U_Point@@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact Ballance setter converts a nonzero double gravity vector into the three float grav_vec fields.
IVP_Standard_Gravity_Controller	do_simulation_controller	?do_simulation_controller@IVP_Standard_Gravity_Controller@@UAEXPAVIVP_Event_Sim@@PAV?$IVP_U_Vector@VIVP_Core@@@@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact retail loop commits pending speed changes before integrating gravity for two cores; it also proves Ballance lacks the nearby revision's pinned-core skip.
IVP_Standard_Gravity_Controller	get_controller_priority	?get_controller_priority@IVP_Standard_Gravity_Controller@@UAE?AW4IVP_CONTROLLER_PRIORITY@@XZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact Ballance virtual body returns IVP_CP_GRAVITY.
IVP_Anchor	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	RVA 0x14020 constructs two anchors at +0x0C/+0x3C with 0x30 stride; RVA 0x13EA0 accesses object +0x08, positions +0x0C/+0x1C and actuator +0x2C.
IVP_Anchor	object_is_going_to_be_deleted_event	?object_is_going_to_be_deleted_event@IVP_Anchor@@QAEXPAVIVP_Real_Object@@@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact retail callback loads the owning actuator from anchor +0x2C and forwards the current anchor exactly once through actuator vtable slot 7.
IVP_Template_Two_Point	*		layout-retail	docs/zh-CN/ivp-retail-differences.md	Constructor RVA 0x13E70 clears client_data at +0x00 and the two anchor pointers at +0x04/+0x08, proving the 0x0C boundary.
IVP_Template_Two_Point	IVP_Template_Two_Point	??0IVP_Template_Two_Point@@QAE@XZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL constructor starts a two-body actuator request with no client data and no attachment templates, then the test preserves two distinct configured anchor identities.
IVP_Template_Spring	IVP_Template_Spring	??0IVP_Template_Spring@@QAE@XZ	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL constructor establishes the complete 0x38 Ballance spring-template defaults before a two-point breakable suspension-style configuration is populated.
IVP_Actuator_Spring	set_len	?set_len@IVP_Actuator_Spring@@QAEXN@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL setter narrows a nontrivial IVP_DOUBLE rest length into spring_len +0x74 and requests simulation through the retained two-point wake path.
IVP_Actuator_Spring	set_constant	?set_constant@IVP_Actuator_Spring@@QAEXN@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL setter multiplies the requested stiffness by the runtime spring_values_factor at +0x78, stores the float result at +0x7C and requests simulation.
IVP_Actuator_Spring	set_damp	?set_damp@IVP_Actuator_Spring@@QAEXN@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL setter scales damping by the runtime spring_values_factor, stores it at +0x80 and requests simulation.
IVP_Actuator_Spring	set_rel_pos_damp	?set_rel_pos_damp@IVP_Actuator_Spring@@QAEXN@Z	host-test	tests/IvpRetailContactLifecycleTest.cpp	The exact mandatory-DLL setter scales relative-position damping by the runtime spring_values_factor, stores it at +0x84 and requests simulation.
IVP_Constraint	change_target_fixing_point_Ros	?change_target_fixing_point_Ros@IVP_Constraint@@UAEXPBVIVP_U_Point@@@Z	retail-body-variant	docs/zh-CN/ivp-retail-differences.md	The public target-fixing diagnostic is linker-folded with Ballance's retained change_fixing_point_Ros body at RVA 0x376D0; the identical pointer ABI and shared vtable target make this a named-body variant, not a missing implementation.
IVP_Constraint	change_target_translation_axes_Ros	?change_target_translation_axes_Ros@IVP_Constraint@@UAEXPBVIVP_U_Matrix3@@@Z	retail-body-variant	docs/zh-CN/ivp-retail-differences.md	The public target-translation diagnostic is linker-folded with change_translation_axes_Ros at RVA 0x376E0 and retains the same one-pointer thiscall ABI.
IVP_Constraint	change_target_rotation_axes_Ros	?change_target_rotation_axes_Ros@IVP_Constraint@@UAEXPBVIVP_U_Matrix3@@@Z	retail-body-variant	docs/zh-CN/ivp-retail-differences.md	The public target-rotation diagnostic is linker-folded with change_rotation_axes_Ros at RVA 0x37730 and retains the same one-pointer thiscall ABI.
IVP_Constraint	change_Ros_to_relaxe_constraint	?change_Ros_to_relaxe_constraint@IVP_Constraint@@UAEXXZ	retail-body-variant	docs/zh-CN/ivp-retail-differences.md	Ballance folds the Ros relaxation diagnostic into the retained change_Aos_to_relaxe_constraint body at RVA 0x37780; both are zero-argument virtual diagnostics with the same ABI.
IVP_Template_Object	~IVP_Template_Object		retail-destructor-thunk	docs/zh-CN/ivp-retail-differences.md	The public wrapper enters RVA 0x15F60, a one-jump retail thunk to the exact complete destructor ??1IVP_Template_Object@@QAE@XZ at RVA 0x15EA0.
IVP_Actuator_Spring	~IVP_Actuator_Spring		retail-destructor-reconstruction	docs/zh-CN/ivp-retail-differences.md	Retained RVA 0x143F0 destroys listeners_spring at +0x90 and then calls the Two Point complete destructor. The defaulted wrapper lets C++ destroy that vector and enter the reconstructed Two Point/Actuator chain once, avoiding a nested complete-body double destruction.
IVP_Actuator_Spring_Active	~IVP_Actuator_Spring_Active		retail-destructor-reconstruction	docs/zh-CN/ivp-retail-differences.md	Retained RVA 0x14610 removes all four active-value dependencies and calls the Spring complete destructor. The wrapper reproduces only that derived work, after which C++ destroys the Spring vector and enters the Two Point/Actuator chain once.
IVP_Actuator_Two_Point	~IVP_Actuator_Two_Point		retail-destructor-reconstruction	docs/zh-CN/ivp-retail-differences.md	Retained RVA 0x14150 unregisters the controller, destroys both 0x30-byte anchors and then enters the Actuator complete destructor, which owns the core vector. The wrapper reproduces the anchor layer and lets C++ enter the exact Actuator base once.
IVP_Cluster	~IVP_Cluster		retail-destructor-reconstruction	docs/zh-CN/ivp-retail-differences.md	The wrapper reproduces the retained child-deletion loop and lets C++ enter the exact IVP_Object base destructor once; the retail complete Cluster destructor already contains that base call.
IVP_Constraint	~IVP_Constraint		retail-destructor-reconstruction	docs/zh-CN/ivp-retail-differences.md	Retained RVA 0x37650 unregisters an enabled controller, destroys the inline core vector and restores the Controller base vptr. The wrapper reproduces the owned vector layer and lets C++ enter the exact resource-free Controller destructor once.
IVP_Constraint_Local	~IVP_Constraint_Local		retail-destructor-reconstruction	docs/zh-CN/ivp-retail-differences.md	Retained RVA 0x288A0 frees the three optional allocations at +0x6C/+0xF4/+0x17C, visits two resource-free Local Anchor layers and calls the Constraint complete destructor. The wrapper frees those three pointers and lets C++ enter Constraint once.
IVP_Material	~IVP_Material		retail-complete-body	docs/zh-CN/ivp-retail-differences.md	Retained complete destructor RVA 0xBE00 is a resource-free Material-layer vptr restore. The public base destructor routes to that exact body; a derived wrapper still lets C++ enter the base only once.
IVP_Material_Simple	~IVP_Material_Simple		retail-destructor-reconstruction	docs/zh-CN/ivp-retail-differences.md	Simple Material adds only scalar fields and delegates one Material base destruction to C++; entering its retail complete destructor from the body would destroy that base twice.
IVP_SurfaceManager	~IVP_SurfaceManager		retail-complete-body	docs/zh-CN/ivp-retail-differences.md	Retained complete destructor RVA 0x22160 is the resource-free Surface Manager layer. The pure public destructor routes to it directly, while derived destructors enter that base exactly once through normal C++ chaining.
IVP_U_Active_Value	~IVP_U_Active_Value		retail-complete-body	docs/zh-CN/ivp-retail-differences.md	The public Active Value base destructor routes directly to retained RVA 0x159D0, which restores its vptr, releases the owned name through the physics CRT and clears the pointer. Derived wrappers destroy their own vector layer before C++ enters this base once.
IVP_BetterDebugmanager	~IVP_BetterDebugmanager		retail-complete-body	docs/zh-CN/ivp-retail-differences.md	The public destructor routes to retained RVA 0x60C70. That resource-free complete body performs the exact two-slot Better Debug Manager vptr restore and has no member or base destruction to duplicate.
IVP_Collision_Delegator	~IVP_Collision_Delegator		retail-complete-body	docs/zh-CN/ivp-retail-differences.md	The public base destructor routes to retained RVA 0x2F570, whose only operation is the exact abstract Collision Delegator vptr restore. Derived wrappers enter the resource-free base once through normal C++ chaining.
IVP_Collision_Filter	~IVP_Collision_Filter		retail-complete-body	docs/zh-CN/ivp-retail-differences.md	The public base destructor routes to retained RVA 0x148D0, whose only operation is the exact three-slot Collision Filter vptr restore. Derived wrappers enter the resource-free base once through normal C++ chaining.
IVP_Collision_Filter_Coll_Group_Ident	~IVP_Collision_Filter_Coll_Group_Ident		retail-destructor-reconstruction	docs/zh-CN/ivp-retail-differences.md	The retained complete destructor restores the derived vptr and enters the resource-free Collision Filter base. The defaulted wrapper performs the same derived-to-base lifetime once instead of nesting the complete retail body.
IVP_Meta_Collision_Filter	~IVP_Meta_Collision_Filter		retail-complete-body	docs/zh-CN/ivp-retail-differences.md	Retained complete destructor RVA 0x14CE0 destroys the embedded non-owning filter vector before entering the resource-free Collision Filter base. The public destructor calls that body directly over inactive-union storage and does not delete child filters.
IVP_PerformanceCounter	~IVP_PerformanceCounter		retail-complete-body	docs/zh-CN/ivp-retail-differences.md	The public base destructor routes to retained RVA 0x14F70, whose only operation is the exact six-slot Performance Counter vptr restore. Derived wrappers enter the resource-free base once through normal C++ chaining.
IVP_Synapse	~IVP_Synapse		retail-complete-body	docs/zh-CN/ivp-retail-differences.md	The public destructor routes to retained RVA 0x161D0. Its exact Synapse vptr restore is followed only by the trivial non-virtual Listener Hull base lifetime, so no resource or base destructor is duplicated.
IVP_Template_Controller_Floating	*		layout-ida-only	docs/zh-CN/ivp-retail-differences.md	Ballance's imported UDT and compile-time checks agree on the 0x50 layout; no class-specific retail body survives.
IVP_Controller_Floating	*		layout-ida-only	docs/zh-CN/ivp-retail-differences.md	Ballance's imported UDT and compile-time checks agree on the 0x40 layout; class behavior is reconstructed over retained dependencies.
IVP_Template_Controller_World_Friction	*		layout-ida-only	docs/zh-CN/ivp-retail-differences.md	Ballance's imported UDT and compile-time checks agree on four consecutive IVP_U_Point fields and size 0x80.
IVP_Controller_World_Friction	*		layout-ida-only	docs/zh-CN/ivp-retail-differences.md	Ballance's imported UDT and compile-time checks agree on size 0x4C, including clip_manhattan at +0x48.
IVP_Template_Controller_Floating	IVP_Template_Controller_Floating		nearby-source-basis	ivp_controller/ivp_controller_floating.cxx	Defaults are selectively reconstructed against the Ballance 0x50 layout.
IVP_Template_Controller_Floating	set_position_ws		nearby-source-basis	ivp_controller/ivp_controller_floating.cxx	World position conversion is reconstructed using Ballance object transforms.
IVP_Template_Controller_Floating	set_ray_direction_ws		nearby-source-basis	ivp_controller/ivp_controller_floating.cxx	The neighboring source intentionally stores the supplied world direction unchanged.
